image_file,simulated_event,red_index,smoke_index,brightness,contrast,texture,edge_density
data/images/frame_000.png,normal,0.04042448475956917,0.07219600959991415,0.46639373898506165,0.04814700782299042,0.02417682856321335,0.017395833333333333
data/images/frame_001.png,normal,0.03341646119952202,0.06346729052563509,0.46832266449928284,0.0436013787984848,0.025722669437527657,0.021979166666666668
data/images/frame_002.png,normal,0.027392514050006866,0.09762366589158773,0.4564917981624603,0.05134527012705803,0.025113504379987717,0.0140625
data/images/frame_003.png,normal,0.008389041759073734,0.10396546885371208,0.45816874504089355,0.05404062569141388,0.025452641770243645,0.018567708333333332
data/images/frame_004.png,normal,0.01715685985982418,0.05773813422769308,0.4747537672519684,0.04273339360952377,0.024533942341804504,0.022864583333333334
data/images/frame_005.png,normal,0.039525020867586136,0.07961094644541541,0.4600980579853058,0.046711862087249756,0.024938996881246567,0.019453125
data/images/frame_006.png,normal,0.0329522080719471,0.08774222563952208,0.4570586085319519,0.04848983511328697,0.025118481367826462,0.017421875
data/images/frame_007.png,normal,0.0206465981900692,0.11355295098076264,0.455209344625473,0.05580439046025276,0.025150280445814133,0.017447916666666667
data/images/frame_008.png,normal,0.025276247411966324,0.08144573889051875,0.46367862820625305,0.04991603642702103,0.025339938700199127,0.019270833333333334
data/images/frame_009.png,normal,0.04338352754712105,0.07596845158065359,0.4647190272808075,0.048991065472364426,0.0238675344735384,0.013697916666666667
data/images/frame_010.png,normal,0.017058365046977997,0.1036782912661632,0.4645209312438965,0.05594555288553238,0.025175604969263077,0.0146875
data/images/frame_011.png,normal,0.03035835176706314,0.1202800383605063,0.4459529519081116,0.05134608596563339,0.025694936513900757,0.013229166666666667
data/images/frame_012.png,normal,0.03534247726202011,0.07075912810862064,0.46710678935050964,0.04672751948237419,0.02510862424969673,0.018958333333333334
data/images/frame_013.png,normal,0.03814022243022919,0.10515925241013369,0.4547981917858124,0.053318627178668976,0.025656789541244507,0.018333333333333333
data/images/frame_014.png,normal,0.01300786342471838,0.07517810422306259,0.4688946008682251,0.05031930282711983,0.02491646818816662,0.020911458333333334
data/images/frame_015.png,normal,0.03724663332104683,0.07444394821921985,0.4682076573371887,0.04872354120016098,0.025296486914157867,0.018229166666666668
data/images/frame_016.png,normal,0.02983042411506176,0.06770879341910283,0.4689936339855194,0.045489177107810974,0.025312013924121857,0.020234375
data/images/frame_017.png,normal,0.015307033434510231,0.07930460640539726,0.46737396717071533,0.04866265133023262,0.02578427828848362,0.021380208333333334
data/images/frame_018.png,normal,0.011939235962927341,0.061107264800618094,0.4769766330718994,0.04627065360546112,0.025675514712929726,0.027109375
data/images/frame_019.png,normal,0.03026639297604561,0.11017959307879209,0.4552105665206909,0.05588478595018387,0.024377547204494476,0.018359375
data/images/frame_020.png,normal,0.0164510328322649,0.09396032148351272,0.46092405915260315,0.05365908518433571,0.02354484423995018,0.016927083333333332
data/images/frame_021.png,normal,0.04415063560009003,0.08048122684160869,0.45727357268333435,0.04626373201608658,0.02477119490504265,0.0121875
data/images/frame_022.png,normal,0.01094035804271698,0.07084896211201946,0.47078821063041687,0.0471528023481369,0.023985804989933968,0.017838541666666666
data/images/frame_023.png,normal,0.053976159542798996,0.08367977482577164,0.4617988169193268,0.049705442041158676,0.025763731449842453,0.018697916666666668
data/images/frame_024.png,normal,0.01854524202644825,0.08279611987372239,0.46834859251976013,0.05214774236083031,0.025647122412919998,0.025416666666666667
data/images/frame_025.png,normal,0.017991777509450912,0.10109710165609916,0.4594035744667053,0.053320955485105515,0.025042962282896042,0.01796875
data/images/frame_026.png,normal,0.017154105007648468,0.09385761339217424,0.4617984890937805,0.052800752222537994,0.025852637365460396,0.023125
data/images/frame_027.png,normal,0.013784822076559067,0.09906183111170928,0.46136993169784546,0.053467757999897,0.023938659578561783,0.015208333333333334
data/images/frame_028.png,normal,0.0045101093128323555,0.10153639105459054,0.45901742577552795,0.053645383566617966,0.025547098368406296,0.022786458333333332
data/images/frame_029.png,normal,0.013955575414001942,0.1125790652136008,0.45541808009147644,0.05504098907113075,0.025035645812749863,0.017473958333333334
data/images/frame_030.png,normal,0.007893841713666916,0.12777221764127414,0.44909122586250305,0.05737033858895302,0.025088783353567123,0.020078125
data/images/frame_031.png,normal,0.008757863193750381,0.1208393581956625,0.45550790429115295,0.05767905339598656,0.02462754212319851,0.015963541666666668
data/images/frame_032.png,normal,0.010366368107497692,0.07185932987059156,0.47048288583755493,0.046596918255090714,0.024709120392799377,0.019869791666666668
data/images/frame_033.png,normal,0.015747802332043648,0.06446762315928936,0.4699629843235016,0.043846651911735535,0.02500312589108944,0.017682291666666666
data/images/frame_034.png,normal,0.0284438319504261,0.1134396909798185,0.45392081141471863,0.05504932627081871,0.02569185569882393,0.0190625
data/images/frame_035.png,normal,0.025387613102793694,0.07792672306920091,0.46972447633743286,0.04902537539601326,0.025541119277477264,0.019505208333333333
data/images/frame_036.png,normal,0.012521647848188877,0.08683288559938471,0.46048593521118164,0.04850395768880844,0.024569986388087273,0.013671875
data/images/frame_037.png,normal,0.003759650280699134,0.09456206160287062,0.46534082293510437,0.05419846251606941,0.02519824355840683,0.022994791666666667
data/images/frame_038.png,normal,0.015575775876641273,0.10729353085160255,0.45624735951423645,0.05435270443558693,0.025040730834007263,0.01453125
data/images/frame_039.png,normal,0.026459816843271255,0.10704591825604438,0.4524649977684021,0.052701953798532486,0.02483890950679779,0.01625
data/images/frame_040.png,normal,0.015009493567049503,0.06335429065550367,0.4703516662120819,0.044063325971364975,0.021400220692157745,0.014322916666666666
data/images/frame_041.png,normal,0.018866268917918205,0.06530200221886237,0.47187891602516174,0.044895291328430176,0.024811619892716408,0.013359375
data/images/frame_042.png,normal,0.010001479648053646,0.09801246135185163,0.4629477560520172,0.054284460842609406,0.02474171295762062,0.019453125
data/images/frame_043.png,normal,0.03394234925508499,0.06295972069725395,0.4694783389568329,0.043168969452381134,0.025189170613884926,0.022552083333333334
data/images/frame_044.png,normal,0.013915084302425385,0.08059479691709082,0.4676513671875,0.050666701048612595,0.02431464195251465,0.01921875
data/images/frame_045.png,normal,0.02507077157497406,0.06238710734372337,0.47018325328826904,0.04525432363152504,0.025128254666924477,0.02421875
data/images/frame_046.png,normal,0.021641802042722702,0.11418091452370087,0.4525546729564667,0.055303316563367844,0.02419176511466503,0.014661458333333334
data/images/frame_047.png,normal,0.013258783146739006,0.08063981857150793,0.4701114296913147,0.05009878799319267,0.02630442939698696,0.022395833333333334
data/images/frame_048.png,normal,0.050791315734386444,0.06898411010081569,0.462203711271286,0.04513712227344513,0.024435201659798622,0.014505208333333333
data/images/frame_049.png,normal,0.04449474439024925,0.0768113683226208,0.4637256860733032,0.04836050793528557,0.024620871990919113,0.01885416666666667
data/images/frame_050.png,normal,0.03890170902013779,0.0833239955517153,0.46401381492614746,0.051153022795915604,0.02576489746570587,0.021692708333333335
data/images/frame_051.png,normal,0.01199550461024046,0.1202068342640996,0.45335692167282104,0.05606639385223389,0.026241647079586983,0.0225
data/images/frame_052.png,normal,0.0481666699051857,0.07784825546666979,0.461713969707489,0.0481550358235836,0.024453608319163322,0.014765625
data/images/frame_053.png,normal,0.03601986542344093,0.05739439705386758,0.47183889150619507,0.043566811829805374,0.02528960444033146,0.01875
data/images/frame_054.png,pollution_plume,0.05625949800014496,0.03983629666268826,0.48117125034332275,0.045262809842824936,0.015565488487482071,0.00013020833333333333
data/images/frame_055.png,pollution_plume,0.06068219617009163,0.036287634217490754,0.47530099749565125,0.04625783860683441,0.01840851828455925,7.8125e-05
data/images/frame_056.png,pollution_plume,0.051910027861595154,0.05442137876525521,0.4730900526046753,0.0503091886639595,0.01827329397201538,7.8125e-05
data/images/frame_057.png,pollution_plume,0.04823662340641022,0.05210166818772753,0.47827643156051636,0.04960139840841293,0.01686324179172516,0.0
data/images/frame_058.png,pollution_plume,0.05240471661090851,0.05142646026487152,0.4720478355884552,0.05152362212538719,0.017964491620659828,2.604166666666667e-05
data/images/frame_059.png,pollution_plume,0.06476613879203796,0.04582578886921207,0.4747511148452759,0.047519147396087646,0.016865365207195282,0.0
data/images/frame_060.png,pollution_plume,0.07335968315601349,0.03415505181377133,0.47586381435394287,0.04454062134027481,0.017998797819018364,0.00010416666666666667
data/images/frame_061.png,pollution_plume,0.0744950994849205,0.053555549774318936,0.4697036147117615,0.04974532872438431,0.01835711859166622,0.00013020833333333333
data/images/frame_062.png,pollution_plume,0.06302032619714737,0.0287681258097291,0.4791501760482788,0.04282917082309723,0.016575029119849205,5.208333333333334e-05
data/images/frame_063.png,pollution_plume,0.05937938764691353,0.060839824608216686,0.4680612087249756,0.04917521774768829,0.017935484647750854,5.208333333333334e-05
data/images/frame_064.png,pollution_plume,0.05306132510304451,0.06430248521268367,0.4695904552936554,0.05264156311750412,0.018076296895742416,0.0
data/images/frame_065.png,pollution_plume,0.04915211349725723,0.021830115815003714,0.4874957203865051,0.038936883211135864,0.016756383702158928,0.0
data/images/frame_066.png,pollution_plume,0.06839480996131897,0.04050558592503269,0.4732432961463928,0.04729418084025383,0.01764027774333954,0.0
data/images/frame_067.png,pollution_plume,0.06335186958312988,0.03625673208385706,0.4829143285751343,0.04223237931728363,0.01770310290157795,0.0
data/images/frame_068.png,pollution_plume,0.06694240868091583,0.03420553324744105,0.48110413551330566,0.04470355436205864,0.017599383369088173,2.604166666666667e-05
data/images/frame_069.png,pollution_plume,0.05571446567773819,0.0724436845133702,0.4682273268699646,0.05361761525273323,0.017184920608997345,0.0
data/images/frame_070.png,pollution_plume,0.04303589463233948,0.0604341030617555,0.47089168429374695,0.05098429694771767,0.017202060669660568,5.208333333333334e-05
data/images/frame_071.png,pollution_plume,0.0632784441113472,0.03157289421185851,0.481172651052475,0.04434012621641159,0.017888158559799194,2.604166666666667e-05
data/images/frame_072.png,normal,0.009877809323370457,0.12323081423838933,0.45338165760040283,0.05817070230841637,0.024579687044024467,0.01703125
data/images/frame_073.png,normal,0.03921477124094963,0.06614129959295192,0.46789291501045227,0.04597671702504158,0.025261329486966133,0.018645833333333334
data/images/frame_074.png,normal,0.030610090121626854,0.13559608538945517,0.4457980990409851,0.05727251246571541,0.024463336914777756,0.0109375
data/images/frame_075.png,normal,0.009271853603422642,0.11573217306286096,0.45729735493659973,0.05800614878535271,0.026069894433021545,0.021302083333333333
data/images/frame_076.png,normal,0.009091759100556374,0.10233265563845634,0.46090900897979736,0.0551343709230423,0.02596598118543625,0.024348958333333334
data/images/frame_077.png,normal,0.0035569847095757723,0.09305328213299315,0.46179941296577454,0.051431600004434586,0.023939531296491623,0.015338541666666667
data/images/frame_078.png,normal,0.023754699155688286,0.09826642567291856,0.45587584376335144,0.051984503865242004,0.02512272261083126,0.017604166666666667
data/images/frame_079.png,normal,0.01037469319999218,0.12185417365282775,0.4547730088233948,0.059236157685518265,0.026635099202394485,0.027942708333333333
data/images/frame_080.png,normal,0.04465559124946594,0.059496598001569506,0.4706267714500427,0.04403981938958168,0.024761835113167763,0.0190625
data/images/frame_081.png,normal,0.00584803894162178,0.07024732700859507,0.468387246131897,0.04817662388086319,0.023968644440174103,0.022838541666666667
data/images/frame_082.png,normal,0.017154257744550705,0.06936066616947452,0.4734779894351959,0.047647494822740555,0.0255071222782135,0.022916666666666665
data/images/frame_083.png,normal,0.019365910440683365,0.08884036268418034,0.45815181732177734,0.04817185923457146,0.024101797491312027,0.013098958333333334
data/images/frame_084.png,normal,0.008753521367907524,0.09089639956131577,0.45892786979675293,0.05024682730436325,0.0247880220413208,0.015390625
data/images/frame_085.png,normal,0.01684742607176304,0.11524718477080266,0.4529350697994232,0.0561617836356163,0.025895679369568825,0.025130208333333334
data/images/frame_086.png,normal,0.03501715883612633,0.08976130763689677,0.4585879445075989,0.050318438559770584,0.02451900951564312,0.017369791666666665
data/images/frame_087.png,normal,0.011226766742765903,0.06422397806619604,0.4709613025188446,0.04500012844800949,0.02487906441092491,0.017864583333333333
data/images/frame_088.png,normal,0.026453381404280663,0.08480346258108815,0.46314311027526855,0.05042586103081703,0.025386806577444077,0.020234375
data/images/frame_089.png,normal,0.024773744866251945,0.0807220441599687,0.46595636010169983,0.050299737602472305,0.02375035546720028,0.015729166666666666
data/images/frame_090.png,normal,0.01607087440788746,0.14359330383439858,0.44498005509376526,0.05902479961514473,0.0257585272192955,0.017682291666666666
data/images/frame_091.png,normal,0.0005387560813687742,0.10127287950366735,0.4589114487171173,0.054319191724061966,0.025719745084643364,0.022578125
data/images/frame_092.png,normal,0.025945672765374184,0.08211784614250064,0.46390900015830994,0.050056472420692444,0.02485746145248413,0.019088541666666667
data/images/frame_093.png,normal,0.024488819763064384,0.10111624759311477,0.45266643166542053,0.051538869738578796,0.024892833083868027,0.018359375
data/images/frame_094.png,normal,0.012181476689875126,0.0750277554554244,0.46558964252471924,0.047754477709531784,0.025065619498491287,0.016380208333333333
data/images/frame_095.png,normal,0.029588492587208748,0.10723351649940013,0.4540470838546753,0.05343177542090416,0.02564215660095215,0.017552083333333333
data/images/frame_096.png,fire_smoke,0.06595444679260254,0.1264947421476245,0.45140594244003296,0.061006613075733185,0.025454886257648468,0.020286458333333333
data/images/frame_097.png,fire_smoke,0.010456188581883907,0.24206520869086187,0.4272904098033905,0.07921944558620453,0.01740310899913311,0.0017447916666666666
data/images/frame_098.png,fire_smoke,0.013069852255284786,0.23366183457275233,0.4268909692764282,0.08344000577926636,0.016797933727502823,0.002942708333333333
data/images/frame_099.png,fire_smoke,0.08430158346891403,0.08736763143291076,0.45789027214050293,0.055541153997182846,0.02413449063897133,0.02640625
data/images/frame_100.png,fire_smoke,0.022474827244877815,0.16882429607212543,0.43893077969551086,0.0734119713306427,0.017002735286951065,0.0010677083333333333
data/images/frame_101.png,fire_smoke,0.009169679135084152,0.31928080891569455,0.41216838359832764,0.08339983224868774,0.01709761656820774,0.0012760416666666666
data/images/frame_102.png,fire_smoke,0.07141349464654922,0.11861863485227028,0.4512394070625305,0.059367284178733826,0.024566924199461937,0.020078125
data/images/frame_103.png,fire_smoke,0.013175241649150848,0.2176113805671533,0.4415733814239502,0.07904114574193954,0.016346504911780357,0.0028125
data/images/frame_104.png,fire_smoke,0.01340553630143404,0.29624363741527,0.41532889008522034,0.0831172987818718,0.018111400306224823,0.0021614583333333334
data/images/frame_105.png,fire_smoke,0.07556388527154922,0.0995220168804129,0.4609420895576477,0.058445390313863754,0.023609112948179245,0.021197916666666667
data/images/frame_106.png,fire_smoke,0.03600454702973366,0.1817357288300991,0.4323418140411377,0.07250902056694031,0.01721586100757122,0.002578125
data/images/frame_107.png,fire_smoke,0.0035187900066375732,0.22549264896661042,0.4335388243198395,0.07620099186897278,0.017916075885295868,0.001796875
data/images/frame_108.png,fire_smoke,0.07595215737819672,0.13300774965435266,0.44787129759788513,0.061718326061964035,0.025636401027441025,0.02234375
data/images/frame_109.png,fire_smoke,0.031092217192053795,0.286642996892333,0.421813040971756,0.08595331013202667,0.017452504485845566,0.00375
data/images/frame_110.png,fire_smoke,0.021389655768871307,0.18919515344003837,0.4333006739616394,0.06893990933895111,0.017029937356710434,0.0027083333333333334
data/images/frame_111.png,fire_smoke,0.08052573353052139,0.10228827465325593,0.459951788187027,0.0595259927213192,0.02787311002612114,0.03703125
data/images/frame_112.png,normal,0.047846004366874695,0.06767226574321589,0.46486398577690125,0.04715538024902344,0.021736878901720047,0.013671875
data/images/frame_113.png,normal,0.03353457152843475,0.07695372546712557,0.46440619230270386,0.04722622409462929,0.024333873763680458,0.0125
data/images/frame_114.png,normal,0.015005871653556824,0.06011270742242535,0.4721532166004181,0.04519582539796829,0.023731492459774017,0.020494791666666668
data/images/frame_115.png,normal,0.024619538336992264,0.07312727615858118,0.4691520631313324,0.048799894750118256,0.02443171665072441,0.016276041666666668
data/images/frame_116.png,normal,0.005009036976844072,0.08100722707187136,0.4700855612754822,0.050117623060941696,0.024592768400907516,0.01578125
data/images/frame_117.png,normal,0.0321199968457222,0.07595493894691269,0.46729516983032227,0.04942181333899498,0.026734329760074615,0.02390625
data/images/frame_118.png,normal,0.03362147882580757,0.07588925394540032,0.46225041151046753,0.04724780097603798,0.02435329742729664,0.018359375
data/images/frame_119.png,normal,0.032442353665828705,0.07440317563091715,0.46462300419807434,0.04671561345458031,0.024561652913689613,0.015390625
data/images/frame_120.png,normal,0.018835989758372307,0.1225350050504009,0.4491601586341858,0.05630975216627121,0.025895487517118454,0.017369791666666665
data/images/frame_121.png,normal,0.027721252292394638,0.08331419561058283,0.4677141308784485,0.05178213492035866,0.02496688812971115,0.021744791666666666
data/images/frame_122.png,normal,0.016252603381872177,0.0984718198950092,0.4634084701538086,0.054221849888563156,0.023659158498048782,0.016796875
