timestamp,mission_minute,latitude,longitude,altitude,pm25,pm10,co2,no2,so2,voc,temperature,humidity,wind_speed,image_file,simulated_event
2026-01-01 08:00:00,0,-6.914623820730061,107.61554000397345,77.25135358741937,26.294032927284757,50.57690833445388,429.7983861099485,16.464520930367556,7.703518379890263,0.29944479838572374,29.423254122376047,63.12241202836541,1.744237172598189,data/images/frame_000.png,normal
2026-01-01 08:02:00,2,-6.914383617309985,107.61607660272189,77.06885181081293,28.31438375138859,52.24879895060451,428.66141698956284,16.96473103224384,8.043229916803318,0.2786351356619752,28.6733072812087,68.70978821081431,1.9176849256485649,data/images/frame_001.png,normal
2026-01-01 08:04:00,4,-6.9142080814556595,107.61569114533259,77.92751909877948,31.51266877071026,51.11675229016277,425.6112105184634,16.915585839492838,7.623054003746889,0.3132112966534314,29.284360959825943,68.6078487708124,2.4571382491506104,data/images/frame_002.png,normal
2026-01-01 08:06:00,6,-6.913831858069572,107.61554314688415,74.51730994524726,25.347108053581227,54.45988129055599,434.033898270045,18.96312639328128,7.892240888688837,0.29304602058985785,29.472466904485405,69.22264796344652,2.5490394585428673,data/images/frame_003.png,normal
2026-01-01 08:08:00,8,-6.913338255624462,107.61573375415675,78.51213111754342,26.08378794046174,51.00582129947003,430.20329353079325,21.4482003386643,6.566891627473335,0.314103117234968,29.52336922234751,63.51070178615139,2.2989289871897727,data/images/frame_004.png,normal
2026-01-01 08:10:00,10,-6.913636293687377,107.61558654067863,78.77889066584373,26.647409833186185,52.2605961382513,444.6664358525772,18.599060330286335,6.302975537295908,0.2639653602331283,29.562413087959822,68.72151376092067,2.7394272897568954,data/images/frame_005.png,normal
2026-01-01 08:12:00,12,-6.913156741831532,107.61573776471629,79.35361356976551,29.16715381248134,53.4030436011423,440.7107606320859,17.93590471456887,7.096438113302089,0.28510745381348374,29.668323204761606,65.66614180149374,2.5670235657237708,data/images/frame_006.png,normal
2026-01-01 08:14:00,14,-6.912941573066664,107.61566833886698,78.14171902639895,29.531521525554645,54.79810129371407,431.00024452388067,19.16528600755309,6.099639008771413,0.2607692384775804,29.421821603569196,67.72812836492125,2.7162154160552805,data/images/frame_007.png,normal
2026-01-01 08:16:00,16,-6.912694164849237,107.615220429971,81.35879904251058,27.447646161203863,58.99731241716277,425.71705217343606,19.11743137012413,6.751264682403151,0.29070119464665406,29.066865729146336,65.37419682434974,3.061455144970164,data/images/frame_008.png,normal
2026-01-01 08:18:00,18,-6.911880129760967,107.61495121562568,82.056377393888,28.691026468745463,53.7227941757843,440.5421476683084,19.701621281914406,8.85351485479321,0.29534821625461527,29.638917393039936,64.62911275800883,2.1455937296800696,data/images/frame_009.png,normal
2026-01-01 08:20:00,20,-6.91207932114153,107.6153314773083,81.98897468117768,32.14006560712356,51.17172664697878,430.89018513779337,18.165750524120796,7.319972026099063,0.26898673722871075,30.200584863091272,67.99888148365295,2.819600713158118,data/images/frame_010.png,normal
2026-01-01 08:22:00,22,-6.911405088889713,107.61512519132279,77.47291503222482,33.60669289383366,70.03666941409499,444.34358143076395,18.219561392741326,5.984716792581116,0.3120770697592067,29.188299621128117,66.49342174105243,3.0288241709634063,data/images/frame_011.png,normal
2026-01-01 08:24:00,24,-6.911515380433458,107.61496165605631,80.58414723965743,28.878667811705277,52.653336815646526,420.06294652546035,19.287982617103328,7.7045569139526116,0.3514637982404305,29.637597117268196,68.17522447188938,2.8288518713254893,data/images/frame_012.png,normal
2026-01-01 08:26:00,26,-6.911036312935215,107.61518678846083,81.4347578670012,34.357104371255076,53.99231282212156,450.99323347739835,18.695770178670607,8.548657524662822,0.3186641203630751,29.22259236517919,62.90040483675472,2.5559110957435585,data/images/frame_013.png,normal
2026-01-01 08:28:00,28,-6.910873853350988,107.61479759692747,81.45601142747265,26.728489131256502,58.82421855663323,460.6351914311847,20.76146411671114,7.762786139577746,0.3178473935795047,30.010573875667735,63.98112792072848,2.4139245936369926,data/images/frame_014.png,normal
2026-01-01 08:30:00,30,-6.910283667004433,107.61472062434238,82.64934054585125,30.282618821341483,52.879733919561474,426.00422402374284,23.591981866730322,9.28930596358003,0.3077552639983628,30.360795889014515,65.9985133204791,3.4106913850449145,data/images/frame_015.png,normal
2026-01-01 08:32:00,32,-6.910491660284887,107.61488068463774,80.99532600947747,30.02947675477445,57.978926839501604,447.18919429555984,23.294670688574357,8.033797237365304,0.3297573092242373,29.512504633146218,66.34579679965036,2.7623643828471645,data/images/frame_016.png,normal
2026-01-01 08:34:00,34,-6.910704860594416,107.61434450367047,82.19236594132897,32.31393077145831,53.05163276564871,444.2010244395393,20.02433005870638,7.748329789820949,0.34001194303929794,29.417815017718496,62.35595214126777,2.807720285032621,data/images/frame_017.png,normal
2026-01-01 08:36:00,36,-6.909865509682985,107.61452448274012,84.63413477994506,30.765017400172514,54.42719118039834,445.5923401629069,21.43471245483696,10.07167660174123,0.3630118190460056,29.70318227685925,63.80870583968836,3.030505145718709,data/images/frame_018.png,normal
2026-01-01 08:38:00,38,-6.910032817808903,107.61394411665873,81.05176330065794,28.81847125483139,56.629579882965984,419.38880343556826,20.852313601690682,7.252995835656068,0.3038614910112429,29.799484672642187,64.97771980481997,3.3853351260251885,data/images/frame_019.png,normal
2026-01-01 08:40:00,40,-6.909870389285694,107.61381090782595,80.48112123828959,28.093672248838633,68.08467743976874,480.6426400306744,19.150372698591333,7.85147359270432,0.3264982735477362,29.452895285099583,69.33567903170798,2.5269524176447398,data/images/frame_020.png,normal
2026-01-01 08:42:00,42,-6.909063286235334,107.61339926687938,85.29750621321874,30.413432579904025,53.85521004368462,443.5240637116629,20.88638645721547,8.372787914946343,0.3047898817973719,30.50939374625563,64.92699167332852,2.8567051590602337,data/images/frame_021.png,normal
2026-01-01 08:44:00,44,-6.909234871208994,107.61370399170326,86.74461631270569,29.1502565301595,61.66786744361327,445.78881615481544,25.232647256317946,9.484471569166356,0.32888188609483876,30.363120096230478,63.80429974745651,2.9956962607300404,data/images/frame_022.png,normal
